D1_DI_CS,D1_DI_CW,D1_DI_GA,D1_DI_OS,D1_ST_CS,D1_ST_CW,D1_ST_GA,D1_ST_OS,D2_DI_CW,D2_DI_FB,D2_DI_GA,D2_DI_OW,D2_ST_CW,D2_ST_FB,D2_ST_GA,D2_ST_OW,D3_DI_CS,D3_DI_CW,D3_DI_FB,D3_DI_GA,D3_DI_LG,D3_DI_MZ,D3_DI_OS,D3_DI_OW,D3_DI_PF,D3_DI_PS,D3_DI_SB,D3_DI_VB,D3_DI_VL,D3_DI_VR,D4_PO_CS,D4_PO_CW,D4_PO_FB,D4_PO_GA,D4_PO_LG,D4_PO_MZ,D4_PO_OS,D4_PO_OW,D4_PO_PF,D4_PO_PS,D4_PO_SB,D4_PO_VB,D4_PO_VL,D4_ST_CS,D4_ST_CW,D4_ST_FB,D4_ST_GA,D4_ST_LG,D4_ST_MZ,D4_ST_OS,D4_ST_OW,D4_ST_PF,D4_ST_PS,D4_ST_SB,D4_ST_VB,D4_ST_VL,D5_PO_CS,D5_PO_CW,D5_PO_GA,D5_PO_LG,D5_PO_MZ,D5_PO_OS,D5_PO_OW,D5_PO_PF,D5_PO_SU,D5_ST_CS,D5_ST_CW,D5_ST_GA,D5_ST_LG,D5_ST_MZ,D5_ST_OS,D5_ST_OW,D5_ST_PF,D5_ST_SU,D6_DI_CI,D6_DI_CO,D6_DI_CW,D6_DI_FB,D6_DI_LG,D6_DI_MZ,D6_DI_OL,D6_DI_PS,D6_DI_VB,D6_DI_VF,D6_DI_VI,D6_DI_VL,D6_DI_VR
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30431,0.30359,0.30391,0.30309,0.30442,0.30406,0.30251,0.30274,0.30265,0.30457,0.30427,0.30477,0.30491,0.30457,1.0017,1.0012,1.0015,1.0012,1.0019,1.0014,1.0013,1.0012,1.0013,1.0015,1.0014,1.0017,1.0016,0.34017,0.31302,0.33342,0.31302,0.35270,0.32654,0.31771,0.31302,0.32039,0.33193,0.32504,0.34176,0.33511,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30143,0.30137,0.30210,0.30137,0.30159,0.30137,0.30517,0.30137,0.30137,0.30137,0.30507,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30429,0.30359,0.30391,0.30307,0.30437,0.30404,0.30251,0.30274,0.30264,0.30454,0.30424,0.30471,0.30485,0.30455,1.0017,1.0012,1.0016,1.0012,1.0019,1.0015,1.0013,1.0012,1.0013,1.0015,1.0014,1.0017,1.0016,0.34092,0.31302,0.33449,0.31302,0.35261,0.32728,0.31843,0.31302,0.32029,0.33258,0.32497,0.34256,0.33586,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30209,0.30137,0.30155,0.30137,0.30602,0.30137,0.30137,0.30137,0.30472,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30424,0.30358,0.30387,0.30304,0.30435,0.30401,0.30251,0.30274,0.30263,0.30451,0.30418,0.30469,0.30484,0.30451,1.0017,1.0012,1.0016,1.0012,1.0019,1.0015,1.0013,1.0012,1.0013,1.0015,1.0014,1.0017,1.0016,0.34170,0.31302,0.33554,0.31302,0.35261,0.32803,0.31920,0.31302,0.32028,0.33272,0.32472,0.34262,0.33592,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30198,0.30137,0.30143,0.30137,0.30602,0.30137,0.30137,0.30137,0.30624,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30423,0.30356,0.30385,0.30304,0.30431,0.30398,0.30252,0.30274,0.30263,0.30447,0.30417,0.30464,0.30478,0.30447,1.0017,1.0012,1.0016,1.0012,1.0019,1.0015,1.0013,1.0012,1.0013,1.0016,1.0014,1.0017,1.0016,0.34219,0.31302,0.33666,0.31302,0.35270,0.32884,0.32028,0.31302,0.32049,0.33350,0.32461,0.34315,0.33672,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30188,0.30137,0.30137,0.30137,0.30575,0.30137,0.30137,0.30137,0.30711,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30418,0.30353,0.30384,0.30304,0.30429,0.30396,0.30252,0.30274,0.30263,0.30444,0.30411,0.30461,0.30471,0.30444,1.0017,1.0012,1.0016,1.0012,1.0019,1.0015,1.0014,1.0012,1.0013,1.0016,1.0014,1.0017,1.0016,0.34208,0.31302,0.33673,0.31302,0.35197,0.32937,0.32128,0.31302,0.32063,0.33391,0.32430,0.34286,0.33667,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30185,0.30137,0.30137,0.30137,0.30534,0.30137,0.30137,0.30137,0.30687,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30418,0.30353,0.30382,0.30304,0.30424,0.30391,0.30253,0.30274,0.30263,0.30441,0.30411,0.30457,0.30470,0.30442,1.0017,1.0012,1.0016,1.0012,1.0018,1.0015,1.0014,1.0012,1.0013,1.0016,1.0014,1.0017,1.0016,0.34172,0.31302,0.33711,0.31302,0.35074,0.32979,0.32207,0.31302,0.32063,0.33425,0.32428,0.34256,0.33667,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30185,0.30137,0.30137,0.30137,0.30496,0.30137,0.30137,0.30137,0.30637,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30414,0.30352,0.30378,0.30301,0.30423,0.30391,0.30253,0.30274,0.30263,0.30437,0.30404,0.30454,0.30464,0.30437,1.0017,1.0012,1.0016,1.0012,1.0018,1.0015,1.0014,1.0012,1.0013,1.0016,1.0014,1.0017,1.0016,0.34147,0.31302,0.33717,0.31302,0.34965,0.33034,0.32282,0.31302,0.32063,0.33427,0.32428,0.34186,0.33654,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30180,0.30137,0.30137,0.30137,0.30469,0.30137,0.30137,0.30137,0.30579,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30411,0.30348,0.30378,0.30298,0.30418,0.30387,0.30251,0.30274,0.30263,0.30433,0.30402,0.30450,0.30460,0.30434,1.0017,1.0012,1.0016,1.0012,1.0018,1.0015,1.0014,1.0012,1.0013,1.0016,1.0014,1.0017,1.0016,0.34084,0.31302,0.33672,0.31302,0.34823,0.33036,0.32355,0.31302,0.32063,0.33427,0.32428,0.34140,0.33589,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30168,0.30137,0.30137,0.30137,0.30427,0.30137,0.30137,0.30137,0.30530,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30409,0.30347,0.30375,0.30298,0.30418,0.30385,0.30251,0.30274,0.30263,0.30431,0.30398,0.30446,0.30457,0.30431,1.0017,1.0012,1.0016,1.0012,1.0018,1.0015,1.0014,1.0012,1.0013,1.0016,1.0014,1.0017,1.0016,0.34001,0.31302,0.33667,0.31302,0.34696,0.33037,0.32428,0.31302,0.32063,0.33425,0.32428,0.34068,0.33582,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30159,0.30137,0.30137,0.30137,0.30406,0.30137,0.30137,0.30137,0.30493,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30404,0.30346,0.30372,0.30298,0.30414,0.30383,0.30251,0.30274,0.30261,0.30427,0.30396,0.30443,0.30455,0.30428,1.0017,1.0012,1.0016,1.0012,1.0018,1.0015,1.0014,1.0012,1.0013,1.0016,1.0014,1.0017,1.0016,0.33918,0.31302,0.33613,0.31302,0.34562,0.33037,0.32471,0.31302,0.32063,0.33406,0.32414,0.33988,0.33507,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30159,0.30137,0.30137,0.30137,0.30392,0.30137,0.30137,0.30137,0.30446,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30404,0.30344,0.30372,0.30298,0.30411,0.30379,0.30251,0.30274,0.30259,0.30424,0.30391,0.30437,0.30451,0.30424,1.0016,1.0012,1.0016,1.0012,1.0017,1.0015,1.0014,1.0012,1.0013,1.0016,1.0014,1.0016,1.0016,0.33837,0.31302,0.33574,0.31302,0.34431,0.33034,0.32502,0.31302,0.32063,0.33346,0.32365,0.33905,0.33476,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30153,0.30137,0.30137,0.30137,0.30399,0.30137,0.30137,0.30137,0.30455,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30399,0.30341,0.30368,0.30296,0.30409,0.30379,0.30251,0.30274,0.30257,0.30422,0.30390,0.30437,0.30451,0.30423,1.0016,1.0012,1.0016,1.0012,1.0017,1.0015,1.0014,1.0012,1.0013,1.0016,1.0014,1.0016,1.0016,0.33790,0.31302,0.33510,0.31302,0.34337,0.33037,0.32512,0.31302,0.32064,0.33343,0.32356,0.33836,0.33429,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30142,0.30137,0.30137,0.30137,0.30402,0.30137,0.30137,0.30137,0.30535,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30398,0.30341,0.30366,0.30293,0.30404,0.30375,0.30251,0.30272,0.30257,0.30418,0.30385,0.30431,0.30450,0.30418,1.0016,1.0012,1.0016,1.0012,1.0017,1.0015,1.0014,1.0012,1.0013,1.0015,1.0014,1.0016,1.0016,0.33721,0.31302,0.33461,0.31302,0.34219,0.33025,0.32541,0.31302,0.32065,0.33272,0.32349,0.33756,0.33351,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30389,0.30137,0.30137,0.30137,0.30565,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30394,0.30339,0.30364,0.30292,0.30403,0.30372,0.30251,0.30270,0.30257,0.30415,0.30383,0.30429,0.30446,0.30415,1.0016,1.0012,1.0016,1.0012,1.0017,1.0015,1.0014,1.0012,1.0013,1.0015,1.0014,1.0016,1.0016,0.33644,0.31302,0.33407,0.31302,0.34174,0.32961,0.32540,0.31302,0.32053,0.33235,0.32282,0.33672,0.33312,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30383,0.30137,0.30137,0.30137,0.30554,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30391,0.30336,0.30360,0.30292,0.30398,0.30371,0.30251,0.30269,0.30257,0.30411,0.30379,0.30424,0.30444,0.30411,1.0017,1.0012,1.0016,1.0012,1.0019,1.0015,1.0014,1.0012,1.0013,1.0015,1.0014,1.0018,1.0016,0.35241,0.31302,0.33770,0.31302,0.36008,0.33013,0.32553,0.31302,0.32022,0.33398,0.32282,0.35269,0.33514,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30360,0.30137,0.30137,0.30137,0.30525,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30389,0.30334,0.30359,0.30291,0.30397,0.30366,0.30251,0.30269,0.30255,0.30409,0.30377,0.30423,0.30444,0.30409,1.0019,1.0012,1.0019,1.0012,1.0021,1.0016,1.0015,1.0012,1.0013,1.0018,1.0014,1.0019,1.0018,0.35761,0.31302,0.35375,0.31302,0.36762,0.34027,0.32873,0.31302,0.31992,0.35270,0.32236,0.35821,0.35270,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30337,0.30137,0.30137,0.30137,0.30491,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30385,0.30333,0.30357,0.30289,0.30391,0.30365,0.30249,0.30269,0.30252,0.30404,0.30372,0.30417,0.30443,0.30404,1.0020,1.0012,1.0019,1.0012,1.0021,1.0019,1.0016,1.0012,1.0013,1.0019,1.0014,1.0020,1.0019,0.35966,0.31302,0.35606,0.31302,0.36872,0.35262,0.34005,0.31302,0.32010,0.35391,0.32210,0.36023,0.35450,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30325,0.30137,0.30137,0.30137,0.30456,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30384,0.30330,0.30353,0.30286,0.30391,0.30362,0.30247,0.30268,0.30251,0.30403,0.30371,0.30417,0.30444,0.30404,1.0020,1.0012,1.0019,1.0012,1.0021,1.0019,1.0018,1.0012,1.0013,1.0019,1.0014,1.0020,1.0019,0.35953,0.31302,0.35687,0.31302,0.36704,0.35261,0.34813,0.31302,0.32095,0.35469,0.32280,0.36048,0.35502,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30294,0.30137,0.30137,0.30137,0.30425,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30381,0.30328,0.30353,0.30286,0.30389,0.30359,0.30246,0.30266,0.30251,0.30400,0.30366,0.30414,0.30444,0.30400,1.0020,1.0012,1.0019,1.0012,1.0021,1.0019,1.0018,1.0012,1.0014,1.0019,1.0014,1.0020,1.0019,0.35916,0.31302,0.35626,0.31302,0.36529,0.35261,0.34986,0.31302,0.32247,0.35466,0.32400,0.35945,0.35470,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30277,0.30137,0.30137,0.30137,0.30403,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30379,0.30328,0.30353,0.30286,0.30386,0.30359,0.30246,0.30264,0.30251,0.30398,0.30366,0.30411,0.30444,0.30398,1.0019,1.0013,1.0019,1.0012,1.0020,1.0019,1.0018,1.0012,1.0014,1.0019,1.0014,1.0019,1.0019,0.35767,0.31707,0.35531,0.31302,0.36277,0.35261,0.34983,0.31302,0.32428,0.35365,0.32543,0.35801,0.35411,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30276,0.30137,0.30137,0.30137,0.30384,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30379,0.30328,0.30350,0.30286,0.30385,0.30358,0.30246,0.30263,0.30251,0.30398,0.30362,0.30411,0.30444,0.30398,1.0019,1.0014,1.0019,1.0012,1.0020,1.0019,1.0018,1.0012,1.0014,1.0019,1.0014,1.0019,1.0019,0.35580,0.32201,0.35400,0.31302,0.36053,0.35261,0.34922,0.31302,0.32604,0.35262,0.32663,0.35630,0.35303,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30288,0.30137,0.30137,0.30137,0.30347,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30379,0.30326,0.30347,0.30284,0.30385,0.30355,0.30246,0.30263,0.30248,0.30398,0.30359,0.30411,0.30444,0.30398,1.0019,1.0014,1.0019,1.0012,1.0020,1.0019,1.0018,1.0012,1.0015,1.0019,1.0015,1.0019,1.0019,0.35456,0.32571,0.35262,0.31302,0.35816,0.35167,0.34795,0.31302,0.32730,0.35261,0.32765,0.35467,0.35261,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30302,0.30137,0.30137,0.30137,0.31185,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.30014,0.30014,0.30014,0.30014,0.30041,0.30041,0.30041,0.30041,0.30377,0.30323,0.30347,0.30281,0.30385,0.30353,0.30246,0.30263,0.30246,0.30397,0.30358,0.30411,0.30444,0.30397,1.0019,1.0015,1.0019,1.0012,1.0019,1.0018,1.0018,1.0012,1.0015,1.0019,1.0015,1.0019,1.0019,0.35306,0.32805,0.35261,0.31302,0.35625,0.35012,0.34696,0.31302,0.32833,0.35261,0.32808,0.35331,0.35261,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30413,0.30137,0.30137,0.30137,0.31143,0.30137
0.30043,0.30043,0.30043,0.30043,0.30589,0.30589,0.30589,0.30589,0.33485,0.33297,0.30014,0.34054,1.0940,1.0562,0.30041,1.2034,0.30375,0.30322,0.30347,0.30280,0.30384,0.30353,0.30245,0.30263,0.30246,0.30394,0.30353,0.30409,0.30444,0.30395,1.0019,1.0015,1.0019,1.0012,1.0019,1.0018,1.0018,1.0012,1.0015,1.0018,1.0015,1.0019,1.0018,0.35261,0.32958,0.35252,0.31302,0.35458,0.34865,0.34570,0.31302,0.32883,0.35089,0.32864,0.35261,0.35146,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30520,0.30137,0.30137,0.30137,0.30974,0.30137
0.30693,0.30043,0.30043,0.30043,0.43245,0.30589,0.30589,0.30589,0.30046,0.30035,0.30014,0.30301,0.30561,0.30398,0.30041,0.34601,0.30372,0.30322,0.30347,0.30280,0.30380,0.30352,0.30244,0.30262,0.30246,0.30391,0.30352,0.30405,0.30444,0.30391,1.0019,1.0015,1.0018,1.0012,1.0019,1.0018,1.0017,1.0012,1.0015,1.0018,1.0015,1.0019,1.0018,0.35260,0.33037,0.35070,0.31302,0.35297,0.34701,0.34432,0.31302,0.32923,0.34936,0.32881,0.35261,0.34971,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30569,0.30137,0.30137,0.30137,0.30844,0.30137
0.30386,0.30043,0.30043,0.30043,0.36275,0.30589,0.30589,0.30589,0.32742,0.32462,0.30678,0.33357,0.93891,0.87623,0.42845,1.0684,0.30372,0.30322,0.30346,0.30280,0.30379,0.30351,0.30243,0.30262,0.30246,0.30391,0.30349,0.30404,0.30444,0.30391,1.0018,1.0015,1.0018,1.0012,1.0019,1.0018,1.0017,1.0012,1.0015,1.0018,1.0015,1.0018,1.0018,0.35073,0.33111,0.34886,0.31302,0.35261,0.34572,0.34330,0.31302,0.32945,0.34779,0.32871,0.35108,0.34793,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30561,0.30137,0.30137,0.30137,0.30747,0.30137
0.30230,0.30043,0.30043,0.30043,0.33387,0.30589,0.30589,0.30589,0.30266,0.30244,0.30014,0.30412,0.33967,0.33586,0.30041,0.36757,0.30372,0.30322,0.30345,0.30280,0.30379,0.30349,0.30243,0.30262,0.30244,0.30391,0.30347,0.30404,0.30444,0.30391,1.0018,1.0015,1.0018,1.0012,1.0019,1.0017,1.0017,1.0012,1.0015,1.0018,1.0015,1.0018,1.0018,0.34893,0.33111,0.34743,0.31302,0.35251,0.34431,0.34208,0.31357,0.32937,0.34611,0.32825,0.34936,0.34655,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30539,0.30137,0.30137,0.30137,0.30676,0.30137
0.30197,0.30043,0.30043,0.30043,0.32849,0.30589,0.30589,0.30589,0.30073,0.30072,0.30014,0.30172,0.30953,0.30929,0.30041,0.32420,0.30372,0.30322,0.30343,0.30279,0.30379,0.30347,0.30242,0.30261,0.30242,0.30391,0.30346,0.30404,0.30442,0.30391,1.0018,1.0015,1.0018,1.0012,1.0018,1.0017,1.0017,1.0013,1.0015,1.0017,1.0015,1.0018,1.0017,0.34753,0.33111,0.34597,0.31302,0.35065,0.34312,0.34086,0.31521,0.32894,0.34487,0.32804,0.34774,0.34513,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30523,0.30137,0.30137,0.30137,0.30629,0.30137
0.30197,0.30043,0.30043,0.30043,0.32853,0.30589,0.30589,0.30589,0.30403,0.30359,0.30014,0.30514,0.36587,0.35696,0.30041,0.38973,0.30372,0.30322,0.30341,0.30278,0.30379,0.30347,0.30241,0.30260,0.30240,0.30390,0.30342,0.30404,0.30439,0.30391,1.0018,1.0015,1.0017,1.0012,1.0018,1.0017,1.0017,1.0013,1.0015,1.0017,1.0015,1.0018,1.0017,0.34601,0.33110,0.34433,0.31302,0.34883,0.34172,0.33996,0.31637,0.32881,0.34344,0.32756,0.34609,0.34372,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30513,0.30137,0.30137,0.30137,0.30597,0.30137
0.30195,0.30043,0.30043,0.30043,0.32821,0.30589,0.30589,0.30589,0.30122,0.30112,0.30014,0.30202,0.31659,0.31515,0.30041,0.32904,0.30370,0.30320,0.30341,0.30276,0.30378,0.30347,0.30240,0.30260,0.30240,0.30387,0.30341,0.30401,0.30437,0.30388,1.0017,1.0015,1.0017,1.0012,1.0018,1.0017,1.0016,1.0013,1.0015,1.0017,1.0015,1.0017,1.0017,0.34435,0.33068,0.34323,0.31302,0.34702,0.34078,0.33897,0.31745,0.32860,0.34229,0.32726,0.34469,0.34251,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,1.0010,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.29014,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30137,0.30492,0.30137,0.30137,0.30137,0.30556,0.30137
